OBJECTID,TYPE,Status,Comments,Date_Modified,Compiler,created_user,created_date,last_edited_user,last_edited_date,GlobalID,Shape__Area,Shape__Length
524,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,d49a27e1-943d-4f9b-8961-bed6973d2a72,7283.00048828125,677.068127736417
525,Paved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,e0f566c8-297d-4011-b22c-85b5f8060da1,839183.811035156,53643.8678592722
526,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,cd618892-0fde-4744-8c90-cf7c329485b3,164.307373046875,51.4059349839127
527,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,ddd2460c-91a7-4085-8266-fb18adf534a0,357.12646484375,95.097235109963
528,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,daccfecd-6a09-46ed-915b-ab1b6982c37b,221.69287109375,71.3894768462617
529,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,2be1d1db-eff0-41f8-9f3f-2fed148e360d,1187.1357421875,337.006555945537
530,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,a059fa5e-d840-43ef-9579-d57b126943f3,531.197021484375,125.130458152186
531,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,ae1d89f7-1ff9-4810-989e-d3e15d1f40c8,390.72119140625,109.082353854638
532,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,e208593c-3fa9-47ed-acf9-b905a6de54ca,3028.361328125,522.968078742934
533,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,1bf75410-7762-4d3c-a82e-dcbb722274cd,207.319091796875,63.1816296554811
534,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,3615aeab-0c0a-4cfd-aa2c-2c9035d5178e,4604.34692382813,675.228289592401
535,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,a5e66acf-5845-41f2-abbd-7d83c20df77a,2108.74780273438,444.74648615356
536,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,01499fd0-52be-4867-8973-95e7991f3a04,12480.3525390625,1170.61105479789
537,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,6d8de298-f944-4ea7-8730-a6c7ab96c5cb,6001.9892578125,1286.08614271317
538,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,08051bd9-385e-4b68-aae6-1c07853f6baf,1072.849609375,231.868097315656
539,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,29246d02-d130-4491-9b65-aa650a42368c,5225.95043945313,917.162764690753
540,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,c758e5f9-e5f5-48a7-bd5b-10a375d441a5,1586.58203125,293.17841257524
